TITLE = "DVConstraints Data"
VARIABLES = "CoordinateX" "CoordinateY" "CoordinateZ"
ZONE T="DVCon1_volume_constraint_0" I=20 J=20 K=2
DATAPACKING=POINT
0.010000 0.008887 0.001000
0.010000 0.008887 0.132000
0.010000 0.008887 0.263000
0.010000 0.008887 0.394000
0.010000 0.008887 0.525000
0.010000 0.008887 0.656000
0.010000 0.008887 0.787000
0.010000 0.008887 0.918000
0.010000 0.008887 1.049000
0.010000 0.008887 1.180000
0.010000 0.008887 1.311000
0.010000 0.008887 1.442000
0.010000 0.008887 1.573000
0.010000 0.008887 1.704000
0.010000 0.008887 1.835000
0.010000 0.008887 1.966000
0.010000 0.008887 2.097000
0.010000 0.008887 2.228000
0.010000 0.008887 2.359000
0.010000 0.008887 2.490000
0.061053 0.031804 0.001000
0.061053 0.031804 0.132000
0.061053 0.031804 0.263000
0.061053 0.031804 0.394000
0.061053 0.031804 0.525000
0.061053 0.031804 0.656000
0.061053 0.031804 0.787000
0.061053 0.031804 0.918000
0.061053 0.031804 1.049000
0.061053 0.031804 1.180000
0.061053 0.031804 1.311000
0.061053 0.031804 1.442000
0.061053 0.031804 1.573000
0.061053 0.031804 1.704000
0.061053 0.031804 1.835000
0.061053 0.031804 1.966000
0.061053 0.031804 2.097000
0.061053 0.031804 2.228000
0.061053 0.031804 2.359000
0.061053 0.031804 2.490000
0.112105 0.046151 0.001000
0.112105 0.046151 0.132000
0.112105 0.046151 0.263000
0.112105 0.046151 0.394000
0.112105 0.046151 0.525000
0.112105 0.046151 0.656000
0.112105 0.046151 0.787000
0.112105 0.046151 0.918000
0.112105 0.046151 1.049000
0.112105 0.046151 1.180000
0.112105 0.046151 1.311000
0.112105 0.046151 1.442000
0.112105 0.046151 1.573000
0.112105 0.046151 1.704000
0.112105 0.046151 1.835000
0.112105 0.046151 1.966000
0.112105 0.046151 2.097000
0.112105 0.046151 2.228000
0.112105 0.046151 2.359000
0.112105 0.046151 2.490000
0.163158 0.056027 0.001000
0.163158 0.056027 0.132000
0.163158 0.056027 0.263000
0.163158 0.056027 0.394000
0.163158 0.056027 0.525000
0.163158 0.056027 0.656000
0.163158 0.056027 0.787000
