1.000000000000000000e+00 0.000000000000000000e+00
9.997532801828660221e-01 4.853447624399999903e-05
9.990133642141360015e-01 1.941808055340000052e-04
9.977809823015399981e-01 4.370618000680000052e-04
9.960573506572389935e-01 7.773731600170000157e-04
9.938441702975689962e-01 1.215336875285999950e-03
9.911436253643439720e-01 1.751168077602999976e-03
9.879583809693740504e-01 2.385024286458000027e-03
9.842915805643159821e-01 3.116944719829999825e-03
9.801468428384719767e-01 3.946759024463000406e-03
9.755282581475770431e-01 4.874044732023999696e-03
9.704403844771130050e-01 5.897995554977999814e-03
9.648882429441260067e-01 7.017362182905000252e-03
9.588773128419909586e-01 8.230334812435999292e-03
9.524135262330100105e-01 9.534436694672000778e-03
9.455032620941840049e-01 1.092644122578799969e-02
9.381533400219319585e-01 1.240225663144500085e-02
9.303710135019720440e-01 1.395681255909200086e-02
9.221639627510079817e-01 1.558398559092000028e-02
9.135402871372809708e-01 1.727649069115300140e-02
9.045084971874739477e-01 1.902583920704899872e-02
8.950775061878449845e-01 2.082211418411999970e-02
8.852566213878949597e-01 2.265618099279800152e-02
8.750555348152300184e-01 2.452351405369999904e-02
8.644843137107059983e-01 2.642132027604600017e-02
8.535533905932739529e-01 2.834732306662699972e-02
8.422735529643440300e-01 3.029990978877000057e-02
8.306559326618260242e-01 3.227814287344900335e-02
8.187119948743449838e-01 3.428178289754899716e-02
8.064535268264879653e-01 3.631141255927500255e-02
7.938926261462360134e-01 3.836724030654199702e-02
7.810416889260649587e-01 4.044407692359699991e-02
7.679133974894980508e-01 4.253311530610699720e-02
7.545207078751859919e-01 4.462524056385400173e-02
7.408768370508580503e-01 4.671071251036099797e-02
7.269952498697730414e-01 4.877929402916900137e-02
7.128896457825359967e-01 5.082048688440499867e-02
6.985739453173900326e-01 5.282313455716999839e-02
6.840622763423389596e-01 5.477592181459200321e-02
6.693689601226460173e-01 5.667263573124699944e-02
6.545084971874739477e-01 5.851046771191399654e-02
6.394955530196150262e-01 6.028843324410500248e-02
6.243449435824269811e-01 6.200555246367499967e-02
6.090716206982710323e-01 6.366131588052199863e-02
5.936906572928619674e-01 6.525568564681399897e-02
5.782172325201150320e-01 6.678795932427300519e-02
5.626666167821520181e-01 6.825713226335600181e-02
5.470541566592570515e-01 6.966200209010399436e-02
5.313952597646569576e-01 7.100112859301499491e-02
5.157053795390640349e-01 7.227389196150900419e-02
5.000000000000000000e-01 7.348203522900000062e-02
4.842946204609360206e-01 7.461605625209200010e-02
4.686047402353429869e-01 7.565225368418600216e-02
4.529458433407430040e-01 7.655758789942600229e-02
4.373333832178479819e-01 7.730260590042199731e-02
4.217827674798840243e-01 7.787385795054700688e-02
4.063093427071379771e-01 7.827355697766699705e-02
3.909283793017290232e-01 7.851409693371100285e-02
3.756550564175730189e-01 7.860514136778799787e-02
3.605044469803849738e-01 7.855624914068400078e-02
3.454915028125259968e-01 7.837783881570299649e-02
3.306310398773539827e-01 7.807989951501100034e-02
3.159377236576609849e-01 7.767287870479799849e-02
3.014260546826100229e-01 7.716718778853300098e-02
2.871103542174640033e-01 7.656293997826600639e-02
2.730047501302270141e-01 7.585449815020099684e-02
2.591231629491420052e-01 7.503532636288100244e-02
2.454792921248140081e-01 7.410083249174100051e-02
2.320866025105020047e-01 7.304753003727200433e-02
2.189583110739350136e-01 7.187281299316899963e-02
2.061073738537629874e-01 7.057570237254000289e-02
1.935464731735120070e-01 6.915620072478499691e-02
1.812880051256549885e-01 6.762026490750600027e-02
1.693440673381740036e-01 6.598013190751400581e-02
1.577264470356559978e-01 6.425011240338900087e-02
1.464466094067259916e-01 6.244421556527800232e-02
1.355156862892940017e-01 6.056669024843199661e-02
1.249444651847699955e-01 5.858511853942099945e-02
1.147433786121049987e-01 5.646404783138599809e-02
1.049224938121550016e-01 5.417797239465600018e-02
9.549150281252599681e-02 5.171823908514199680e-02
8.645971286271900147e-02 4.913869187470799871e-02
7.783603724899200438e-02 4.650320417110599680e-02
6.962898649802799766e-02 4.381856662718199708e-02
6.184665997806799986e-02 4.107275846655100010e-02
5.449673790581600202e-02 3.826683896980700300e-02
4.758647376699000342e-02 3.541279729448999769e-02
4.112268715800899976e-02 3.252873893167700092e-02
3.511175705587400026e-02 2.962974135088999872e-02
2.955961552288699848e-02 2.672664528104599924e-02
2.447174185242299849e-02 2.382664768173100092e-02
1.985315716152799906e-02 2.091051707844999996e-02
1.570841943568400054e-02 1.797544269499999972e-02
1.204161903062599993e-02 1.509836769941600050e-02
8.856374635656000249e-03 1.239037282760700048e-02
6.155829702431000333e-03 9.899120064708999411e-03
3.942649342760999598e-03 7.593397283079000339e-03
2.219017698460000118e-03 5.456592720409000376e-03
9.866357858639999891e-04 3.481085899055999869e-03
2.467198171340000113e-04 1.662924022198000035e-03
0.000000000000000000e+00 0.000000000000000000e+00
2.467198171340000113e-04 -1.508943311841000074e-03
9.866357858639999891e-04 -2.909633730076000100e-03
2.219017698460000118e-03 -4.283983495639000216e-03
3.942649342760999598e-03 -5.651422823880999577e-03
6.155829702431000333e-03 -7.025717556972999739e-03
8.856374635656000249e-03 -8.429739616427000051e-03
1.204161903062599993e-02 -9.905490979271999730e-03
1.570841943568400054e-02 -1.143113780725700003e-02
1.985315716152799906e-02 -1.292300124896699973e-02
2.447174185242299849e-02 -1.430797898385600085e-02
2.955961552288699848e-02 -1.555579360829200015e-02
3.511175705587400026e-02 -1.667219552898800000e-02
4.112268715800899976e-02 -1.767303356264200015e-02
4.758647376699000342e-02 -1.858692973936799941e-02
5.449673790581600202e-02 -1.945892926240400111e-02
6.184665997806799986e-02 -2.031989664353900035e-02
6.962898649802799766e-02 -2.116298476904599976e-02
7.783603724899300358e-02 -2.197915768817799986e-02
8.645971286271900147e-02 -2.276141367019100109e-02
9.549150281252599681e-02 -2.349912828491700079e-02
1.049224938121550016e-01 -2.416932339617899883e-02
1.147433786121049987e-01 -2.475244455770799976e-02
1.249444651847699955e-01 -2.524773540693800097e-02
1.355156862892940017e-01 -2.566095529206599904e-02
1.464466094067259916e-01 -2.600256848910300136e-02
1.577264470356559978e-01 -2.628002359527300061e-02
1.693440673381740036e-01 -2.648682241085099920e-02
1.812880051256549885e-01 -2.660946641698900064e-02
1.935464731735120070e-01 -2.663405074329200026e-02
2.061073738537629874e-01 -2.654895389945000073e-02
2.189583110739350136e-01 -2.636252473603799967e-02
2.320866025105020047e-01 -2.609429818774200091e-02
2.454792921248140081e-01 -2.577140151019000069e-02
2.591231629491420052e-01 -2.541518399055300165e-02
2.730047501302270141e-01 -2.502631149049900153e-02
2.871103542174640033e-01 -2.458121757147100142e-02
3.014260546826100229e-01 -2.405148266333100027e-02
3.159377236576609849e-01 -2.341174311391200011e-02
3.306310398773539827e-01 -2.264313967130799840e-02
3.454915028125259968e-01 -2.173547316792300010e-02
3.605044469803859730e-01 -2.068126012743999945e-02
3.756550564175730189e-01 -1.947165034870899925e-02
3.909283793017290232e-01 -1.809762627226500081e-02
4.063093427071379771e-01 -1.655146071308500125e-02
4.217827674798840243e-01 -1.482690996755100035e-02
4.373333832178479819e-01 -1.290983100404199946e-02
4.529458433407430040e-01 -1.080537610002700079e-02
4.686047402353429869e-01 -8.582019973883999245e-03
4.842946204609360206e-01 -6.347435730877999845e-03
5.000000000000000000e-01 -4.222334668053000402e-03
5.157053795390640349e-01 -2.278236377043000010e-03
5.313952597646569576e-01 -5.317295310480000528e-04
5.470541566592570515e-01 1.055828685283000026e-03
5.626666167821520181e-01 2.514713849662000063e-03
5.782172325201150320e-01 3.871668786272999818e-03
5.936906572928629666e-01 5.158130621062999993e-03
6.090716206982710323e-01 6.393300139211999765e-03
6.243449435824269811e-01 7.582042715336000278e-03
6.394955530196150262e-01 8.713430063126999595e-03
6.545084971874739477e-01 9.776213284340999274e-03
6.693689601226460173e-01 1.076209059713299949e-02
6.840622763423389596e-01 1.166305000303199946e-02
6.985739453173900326e-01 1.247126377981100029e-02
7.128896457825359967e-01 1.317848493311699933e-02
7.269952498697740406e-01 1.377500758378700021e-02
7.408768370508580503e-01 1.425248414974399948e-02
7.545207078751859919e-01 1.460425632024000067e-02
7.679133974894980508e-01 1.482511019520399952e-02
7.810416889260649587e-01 1.491137471092100070e-02
7.938926261462370126e-01 1.486120153525499928e-02
8.064535268264889645e-01 1.467365998217699981e-02
8.187119948743449838e-01 1.435767080471599989e-02
8.306559326618260242e-01 1.393683824511699962e-02
8.422735529643440300e-01 1.343562600975000028e-02
8.535533905932739529e-01 1.287594295447500037e-02
8.644843137107059983e-01 1.227741706603899946e-02
8.750555348152300184e-01 1.165737357361699977e-02
8.852566213878949597e-01 1.103084040103599964e-02
8.950775061878449845e-01 1.041088147565799940e-02
9.045084971874739477e-01 9.804996661133999827e-03
9.135402871372809708e-01 9.206648141556000864e-03
9.221639627510079817e-01 8.606468664041999270e-03
9.303710135019720440e-01 7.998627794593999446e-03
9.381533400219319585e-01 7.380167031028999659e-03
9.455032620941840049e-01 6.750747374437000153e-03
9.524135262330100105e-01 6.112330281911999841e-03
9.588773128419909586e-01 5.468849857308000217e-03
9.648882429441260067e-01 4.825877051337999941e-03
9.704403844771130050e-01 4.190283810461999971e-03
9.755282581475770431e-01 3.569909188582999927e-03
9.801468428384719767e-01 2.973229602248000144e-03
9.842915805643159821e-01 2.409033703556000012e-03
9.879583809693740504e-01 1.886121535836999923e-03
9.911436253643439720e-01 1.413011654227000089e-03
9.938441702975689962e-01 9.976644961370000758e-04
9.960573506572389935e-01 6.472618410990000140e-04
9.977809823015399981e-01 3.679737950009999902e-04
9.990133642141360015e-01 1.647939836969999883e-04
9.997532801828660221e-01 4.138724923599999768e-05
1.000000000000000000e+00 0.000000000000000000e+00
